Temparature,Humidity,Moisture,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Crop Type,Soil Type
30.57,73.76,66.01,18,0,39,Ground Nuts,Oil seeds,Sandy
30.57,51.96,42.72,23,1,22,Oil seeds,Wheat,Sandy
30.57,44.28,264.71,36,248,4,Cotton,Cotton,Sandy
30.57,51.83,41.43,39,0,0,Maize,Pulses,Sandy
30.57,48.3,44.43,41,0,0,Cotton,Pulses,Sandy
30.58,61.29,60.2,5,3,32,Cotton,Tobacco,Sandy
30.58,51.06,30,10,3,9,Oil seeds,Millets,Sandy
30.58,57.79,62.55,12,4,38,Maize,Sugarcane,Sandy
30.58,53.33,39.94,14,1,16,Millets,Cotton,Sandy
30.58,58.47,28.12,39,0,0,Oil seeds,Ground Nuts,Sandy
30.58,56.52,48.44,40,0,0,Paddy,Tobacco,Sandy
30.58412226,71.04667968,48.41284596,24,2,16,Oil seeds,Millets,Sandy
30.59,56.57,30.01,4,7,31,Millets,Oil seeds,Sandy
30.59,56.93,49.01,14,4,11,Barley,Cotton,Sandy
30.59,68.8,42.49,15,0,41,Barley,Barley,Sandy
30.59,60.6,24.53,23,0,25,Paddy,Maize,Sandy
30.59,54.91,43.28,33,2,0,Oil seeds,Barley,Sandy
30.59,51.1,29.61,34,1,4,Paddy,Tobacco,Sandy
30.6,56.63,35.82,1,23,25,Barley,Pulses,Sandy
30.6,55.38,35.35,2,23,17,Oil seeds,Paddy,Sandy
30.6,46.79,28.45,8,0,6,Cotton,Maize,Sandy
30.6,60.9,57.87,8,0,14,Paddy,Wheat,Sandy
30.6,52.99,29.12,24,0,25,Ground Nuts,Oil seeds,Sandy
30.6,53.91,34.29,34,1,0,Paddy,Millets,Sandy
30.6,58.23,53.69,37,4,3,Maize,Millets,Sandy
30.61,66.36,42.09,8,22,18,Oil seeds,Barley,Sandy
30.61,51.99,36.27,9,17,13,Oil seeds,Wheat,Sandy
30.61,56.22,43.7,11,8,14,Ground Nuts,Maize,Sandy
30.61,57.26,56.71,14,2,34,Cotton,Oil seeds,Sandy
30.61,60.97,28.66,18,0,15,Ground Nuts,Pulses,Sandy
30.61,58.28,51.6,22,0,25,Cotton,Ground Nuts,Sandy
30.61,64.43,45.47,25,4,19,Barley,Cotton,Sandy
30.61,69.73,64.16,39,3,0,Maize,Paddy,Sandy
30.61012227,68.53315581,43.10145564,22,0,24,Cotton,Millets,Sandy
30.62,70.7,46.64,1,21,17,Maize,Oil seeds,Sandy
30.62,46.34,61.19,5,4,14,Millets,Barley,Sandy
30.62,58.67,46.57,14,0,9,Maize,Wheat,Sandy
30.62,61.26,38.62,36,2,0,Oil seeds,Oil seeds,Sandy
30.62,59.17,45.5,36,0,3,Maize,Ground Nuts,Sandy
30.62623616,55.51009284,49.28329481,40,0,0,Millets,Millets,Sandy
30.63,43.11,139.71,17,123,37,Paddy,Oil seeds,Sandy
30.63,63.88,38.71,19,4,28,Oil seeds,Paddy,Sandy
30.63,63.88,38.71,19,4,28,Oil seeds,Paddy,Sandy
30.63,63.88,38.71,19,4,28,Oil seeds,Paddy,Sandy
30.63,52.83,40.16,23,0,28,Millets,Pulses,Sandy
30.63,61.45,23.18,37,2,4,Ground Nuts,Maize,Sandy
30.63,61.45,23.18,37,2,4,Ground Nuts,Maize,Sandy
30.63,61.45,23.18,37,2,4,Ground Nuts,Maize,Sandy
30.63,60.56,22.33,40,0,4,Paddy,Maize,Sandy
30.63,48.47,42.44,45,0,1,Barley,Millets,Sandy
30.63,48.47,42.44,45,0,1,Barley,Millets,Sandy
30.63599026,66.88400974,47.83432991,20,0,16,Cotton,Barley,Sandy
30.64,63.54,56.5,3,7,32,Millets,Maize,Sandy
30.64,67.36,57.07,3,3,30,Ground Nuts,Paddy,Sandy
30.64,62.44,50.79,11,0,7,Oil seeds,Millets,Sandy
30.64,57.57,46.45,12,4,13,Maize,Wheat,Sandy
30.64,57.57,46.45,12,4,13,Maize,Wheat,Sandy
30.64,57.57,46.45,12,4,13,Maize,Wheat,Sandy
30.64,61.94,52.25,14,13,9,Maize,Pulses,Sandy
30.64,48.22,36.77,18,1,25,Cotton,Ground Nuts,Sandy
30.64,43.47,172.71,20,156,16,Barley,Ground Nuts,Sandy
30.64,65.77,32.86,24,0,17,Ground Nuts,Sugarcane,Sandy
30.64,65.77,32.86,24,0,17,Ground Nuts,Sugarcane,Sandy
30.64,65.77,32.86,24,0,17,Ground Nuts,Sugarcane,Sandy
30.64,57.11,28.44,34,0,2,Cotton,Cotton,Sandy
30.64,51.42,38.91,37,0,0,Barley,Sugarcane,Sandy
30.64,58.08,26.84,43,0,2,Maize,Tobacco,Sandy
30.65,59.18,52.5,16,3,10,Maize,Paddy,Sandy
30.65,57.55,43.54,22,0,23,Paddy,Maize,Sandy
30.65,47.72,37.49,39,0,2,Oil seeds,Maize,Sandy
30.65,53.52,30.5,45,2,0,Millets,Wheat,Sandy
30.65,53.52,30.5,45,2,0,Millets,Wheat,Sandy
30.65437812,62.28902756,29.72720548,12,0,14,Cotton,Barley,Sandy
30.66,53.38,41.56,9,17,16,Barley,Paddy,Sandy
30.66,48.43,53.73,12,12,31,Millets,Millets,Sandy
30.66,55.71,61.87,12,0,34,Oil seeds,Tobacco,Sandy
30.66,52.06,46.15,21,4,15,Barley,Cotton,Sandy
30.66,66.4,52.44,40,0,0,Millets,Pulses,Sandy
30.66,73.88,52.09,41,0,4,Millets,Barley,Sandy
30.67,67.01,70,9,0,36,Millets,Sugarcane,Sandy
30.67,66.01,56.75,11,4,27,Paddy,Paddy,Sandy
30.67,61.79,70,11,0,33,Millets,Ground Nuts,Sandy
30.67,50.16,40.76,14,0,10,Ground Nuts,Cotton,Sandy
30.67,44.15,243.71,21,227,24,Millets,Maize,Sandy
30.67,51.22,42.2,22,0,17,Barley,Millets,Sandy
30.67,66.76,52.32,26,3,25,Maize,Maize,Sandy
30.67,59.09,30.58,37,4,3,Maize,Sugarcane,Sandy
30.67,61.01,35.65,41,2,0,Ground Nuts,Oil seeds,Sandy
30.67530196,52.36927085,48.55155981,40,0,2,Millets,Maize,Sandy
30.68,53.52,44.75,12,0,13,Oil seeds,Cotton,Sandy
30.68,59.47,45.25,13,0,40,Ground Nuts,Wheat,Sandy
30.68,63.25,46.38,14,0,11,Cotton,Paddy,Sandy
30.68,66.46,37.19,17,0,38,Ground Nuts,Sugarcane,Sandy
30.68,54.7,40.85,19,0,13,Oil seeds,Maize,Sandy
30.68,66.84,47.59,20,0,16,Cotton,Barley,Sandy
30.68,61.61,38.4,36,0,3,Cotton,Paddy,Sandy
30.68722671,62.39478681,21.86731819,41,0,1,Millets,Millets,Sandy
30.69,60.36,64.89,7,9,32,Ground Nuts,Barley,Sandy
30.69,55.65,63.02,11,8,34,Paddy,Cotton,Sandy
30.69,61.53,44.72,12,10,8,Ground Nuts,Barley,Sandy
30.69,59.81,37.29,21,0,23,Paddy,Oil seeds,Sandy
30.69,59.44,51.07,26,0,17,Barley,Sugarcane,Sandy
30.69,63.98,42.43,34,0,4,Maize,Sugarcane,Sandy
30.7,57.71,38.36,9,4,18,Millets,Wheat,Sandy
30.7,59.76,39.31,12,0,6,Maize,Tobacco,Sandy
30.7,57.61,50.29,16,0,7,Paddy,Oil seeds,Sandy
30.7,65.78,39.17,23,4,17,Paddy,Barley,Sandy
30.7,55.96,30,34,0,0,Maize,Millets,Sandy
30.7,55.66,49.99,41,0,1,Paddy,Millets,Sandy
30.71,56.3,70,2,8,27,Barley,Maize,Sandy
30.71,51.6,50.02,8,0,5,Oil seeds,Oil seeds,Sandy
30.71,67.85,56.82,8,13,28,Cotton,Oil seeds,Sandy
30.71,50.67,62.58,10,11,33,Paddy,Oil seeds,Sandy
30.71,62.97,46.49,13,5,24,Maize,Paddy,Sandy
30.71,51.25,37.24,19,4,18,Oil seeds,Millets,Sandy
30.71,61.75,42.85,23,3,23,Cotton,Maize,Sandy
30.71,63.43,36.57,37,0,0,Maize,Millets,Sandy
30.71,58.51,42.79,38,0,4,Millets,Maize,Sandy
30.71,56.46,43.4,40,3,0,Cotton,Ground Nuts,Sandy
30.72,67.49,51.07,11,1,39,Ground Nuts,Pulses,Sandy
30.72,58.49,48.86,14,2,29,Millets,Millets,Sandy
30.72,58.16,47.3,21,0,19,Paddy,Wheat,Sandy
30.72,62.41,35.53,34,0,0,Cotton,Barley,Sandy
30.72,52.17,46.14,35,0,0,Maize,Maize,Sandy
30.72,58.92,37.12,40,0,0,Cotton,Ground Nuts,Sandy
30.73,69.57,52.05,6,14,25,Barley,Ground Nuts,Sandy
30.73,58.57,39.43,11,0,6,Maize,Paddy,Sandy
30.73,70.83,42.3,11,1,12,Millets,Wheat,Sandy
30.73,64.04,58.01,12,4,37,Paddy,Cotton,Sandy
30.73,71.62,36.35,14,4,41,Ground Nuts,Wheat,Sandy
30.73,63.13,53.36,14,13,14,Cotton,Sugarcane,Sandy
30.73,49.9,32.48,15,0,10,Maize,Pulses,Sandy
30.73,51.55,50.9,17,0,33,Oil seeds,Tobacco,Sandy
30.7324219,59.94234984,57.61151852,12,8,9,Ground Nuts,Oil seeds,Sandy
30.74,62.79,50.57,9,2,10,Paddy,Tobacco,Sandy
30.74,66.87,53.32,11,10,15,Millets,Wheat,Sandy
30.74,54.35,61.21,16,0,8,Maize,Cotton,Sandy
30.74,55.94,48.96,19,0,26,Cotton,Cotton,Sandy
30.74,57.16,66.9,38,0,3,Maize,Sugarcane,Sandy
30.75,58.05,65.23,14,0,36,Paddy,Cotton,Sandy
30.75,53.95,62.15,16,4,6,Barley,Wheat,Sandy
30.75,52.41,36.1,21,1,25,Cotton,Oil seeds,Sandy
30.75,56.09,51.19,23,0,19,Millets,Cotton,Sandy
30.75,52.39,38.96,32,3,0,Millets,Pulses,Sandy
30.75,57.34,38.18,34,0,0,Millets,Sugarcane,Sandy
30.75,52.41,37.5,38,2,0,Paddy,Maize,Sandy
30.75,60.98,45.39,42,0,0,Cotton,Pulses,Sandy
30.76,65.37,56.76,8,0,41,Cotton,Wheat,Sandy
30.76,52.1,45.25,10,0,38,Barley,Ground Nuts,Sandy
30.76,67.49,42.88,14,3,35,Barley,Ground Nuts,Sandy
30.76,50.1,44.85,31,2,4,Paddy,Maize,Sandy
30.76,66.64,56.32,41,3,4,Millets,Ground Nuts,Sandy
30.76,66.64,56.32,41,3,4,Millets,Ground Nuts,Sandy
30.76,66.64,56.32,41,3,4,Millets,Ground Nuts,Sandy
30.77,55.44,46.67,1,5,32,Millets,Paddy,Sandy
30.77,60.08,39.33,19,0,22,Barley,Sugarcane,Sandy
30.77,56.66,41.53,26,0,16,Ground Nuts,Wheat,Sandy
30.78,66.91,63.26,4,8,25,Maize,Oil seeds,Sandy
30.78,67.39,59.69,6,7,29,Maize,Pulses,Sandy
30.78,59.71,47.46,7,0,34,Barley,Wheat,Sandy
30.78,50.81,50.14,11,0,11,Paddy,Millets,Sandy
30.78,61.89,28.42,12,3,36,Oil seeds,Millets,Sandy
30.78,64.7,35.01,14,0,12,Barley,Pulses,Sandy
30.78,50.3,52.95,25,0,22,Maize,Barley,Sandy
30.78,58.39,37.15,26,1,20,Barley,Ground Nuts,Sandy
30.78,72.03,70,26,2,24,Paddy,Maize,Sandy
30.78,58.79,47.7,27,4,19,Oil seeds,Sugarcane,Sandy
30.78812335,60.89166354,28.05923907,21,1,21,Ground Nuts,Pulses,Sandy
30.79,52.36,42.22,3,13,18,Cotton,Sugarcane,Sandy
30.79,61.55,57.57,7,0,7,Barley,Sugarcane,Sandy
30.79,61.19,66.13,8,2,10,Ground Nuts,Oil seeds,Sandy
30.79,53.82,68.44,11,12,31,Cotton,Paddy,Sandy
30.79,62.82,29.74,12,0,14,Cotton,Barley,Sandy
30.79,48.95,45.28,17,0,14,Millets,Ground Nuts,Sandy
30.79,63.59,37.55,19,0,25,Maize,Millets,Sandy
30.79,55.86,51.44,40,0,3,Ground Nuts,Maize,Sandy
30.79280035,63.72104031,57.74805642,11,3,36,Oil seeds,Cotton,Sandy
30.8,59.59,37.12,5,0,18,Oil seeds,Paddy,Sandy
30.8,59.23,32.46,8,19,11,Millets,Ground Nuts,Sandy
30.8,50.26,34.44,8,11,11,Maize,Paddy,Sandy
30.8,55.01,25,35,0,0,Ground Nuts,Oil seeds,Sandy
30.80491278,60.69069321,31.29382647,24,2,18,Millets,Cotton,Sandy
30.81,47.67,38.48,5,19,24,Paddy,Sugarcane,Sandy
30.81,62.99,28.49,10,1,11,Paddy,Ground Nuts,Sandy
30.81,65.77,45.65,11,1,11,Ground Nuts,Maize,Sandy
30.81,51.96,35.61,15,9,17,Maize,Millets,Sandy
30.81,55.65,36.46,15,0,34,Barley,Wheat,Sandy
30.81,63.77,70,18,2,39,Maize,Maize,Sandy
30.81,58.48,41.17,26,0,17,Maize,Tobacco,Sandy
30.81,42.46,95.71,40,79,0,Paddy,Millets,Sandy
30.82,56.86,48.67,1,4,24,Cotton,Pulses,Sandy
30.82,66.76,47.22,3,5,32,Ground Nuts,Millets,Sandy
30.82,64.35,50.99,4,7,33,Ground Nuts,Barley,Sandy
30.82,56.4,56.14,5,13,15,Paddy,Paddy,Sandy
30.82,51.91,54.23,15,4,33,Cotton,Wheat,Sandy
30.82,51.91,54.23,15,4,33,Cotton,Wheat,Sandy
30.82,51.91,54.23,15,4,33,Cotton,Wheat,Sandy
30.82,55.95,70,40,0,1,Barley,Wheat,Sandy
30.82,44.16,245.71,41,229,0,Maize,Cotton,Sandy
30.83,53.08,47.02,7,0,5,Oil seeds,Oil seeds,Sandy
30.83,64.19,23.01,8,2,27,Paddy,Pulses,Sandy
30.83,43.14,142.71,15,126,11,Oil seeds,Wheat,Sandy
30.83,50.49,61.71,18,4,36,Oil seeds,Oil seeds,Sandy
30.83,65.17,47.75,22,0,22,Millets,Cotton,Sandy
30.83,56.78,54.65,27,0,16,Paddy,Oil seeds,Sandy
30.83,57.02,57.45,33,0,0,Barley,Barley,Sandy
30.83,69.5,31.71,36,4,0,Oil seeds,Oil seeds,Sandy
30.84,76.53,34,11,0,39,Paddy,Cotton,Sandy
30.84,54.44,38.5,16,3,27,Maize,Wheat,Sandy
30.84,62.89,31.1,18,0,36,Oil seeds,Pulses,Sandy
30.84,59.19,45.38,21,0,23,Cotton,Wheat,Sandy
30.84,63.15,54.37,22,1,19,Maize,Tobacco,Sandy
30.84,47.62,28.08,34,2,1,Paddy,Millets,Sandy
30.85,62.03,23.42,4,10,26,Cotton,Cotton,Sandy
30.85,57.89,52.46,11,4,12,Ground Nuts,Sugarcane,Sandy
30.85,53.02,26.39,12,2,27,Barley,Wheat,Sandy
30.85,70.39,29.35,22,0,26,Barley,Millets,Sandy
30.85,67.85,27.32,33,3,0,Maize,Ground Nuts,Sandy
30.85,61.14,54.1,34,0,0,Cotton,Sugarcane,Sandy
30.85,62.67,70,37,3,4,Millets,Maize,Sandy
30.85928685,53.35196835,26.83859659,24,0,18,Paddy,Ground Nuts,Sandy
30.86,67.34,54.97,8,7,32,Cotton,Maize,Sandy
30.86,57.51,25.42,10,0,38,Barley,Sugarcane,Sandy
30.86,51.58,34.05,11,1,43,Maize,Millets,Sandy
30.86,61.47,38.53,14,11,15,Oil seeds,Oil seeds,Sandy
30.86,66.38,42.56,15,0,41,Cotton,Sugarcane,Sandy
30.86,69.7,44.53,15,0,12,Cotton,Barley,Sandy
30.86,50.54,33.84,38,2,3,Paddy,Oil seeds,Sandy
30.86930916,64.42868815,47.89278116,7,13,19,Cotton,Ground Nuts,Sandy
30.87,58.93,70,2,9,32,Millets,Oil seeds,Sandy
30.87,55.7,69.78,5,7,31,Maize,Millets,Sandy
30.87,65.28,46.28,6,12,12,Paddy,Oil seeds,Sandy
30.87,74.24,62.38,7,16,9,Cotton,Maize,Sandy
30.87,53.52,41.73,8,2,31,Oil seeds,Oil seeds,Sandy
30.87,68.3,42.11,12,13,16,Paddy,Cotton,Sandy
30.87,63.94,46.2,15,0,8,Paddy,Cotton,Sandy
30.87,63.94,46.2,15,0,8,Paddy,Cotton,Sandy
30.87,63.94,46.2,15,0,8,Paddy,Cotton,Sandy
30.87,49.79,47.29,23,0,24,Maize,Tobacco,Sandy
30.87,63.26,31.49,25,4,19,Millets,Cotton,Sandy
30.87,48.15,28.62,41,0,3,Maize,Oil seeds,Sandy
30.87,56.76,45.95,42,2,0,Barley,Oil seeds,Sandy
30.88,44.61,308.71,4,13,17,Paddy,Barley,Sandy
30.88,51,46.08,8,5,27,Millets,Millets,Sandy
30.88,56.44,68.29,12,0,10,Maize,Maize,Sandy
30.88,44.1,234.71,15,218,40,Barley,Paddy,Sandy
30.88,66.31,38.96,24,0,24,Maize,Maize,Sandy
30.88,57.35,42.86,27,0,23,Oil seeds,Maize,Sandy
30.88,62,46.07,45,0,0,Paddy,Pulses,Sandy
30.88,47.99,36.9,44,0,3,Oil seeds,Ground Nuts,Sandy
30.88,62,46.07,45,0,0,Paddy,Pulses,Sandy
30.89,46.85,55.84,3,19,16,Oil seeds,Pulses,Sandy
30.89,50.6,51,11,9,32,Cotton,Pulses,Sandy
30.89,51.81,22.19,12,0,44,Cotton,Millets,Sandy
30.89,62.85,24.23,15,3,33,Barley,Barley,Sandy
30.89,66.92,30.15,15,0,41,Millets,Oil seeds,Sandy
30.89,58.66,49.31,15,0,8,Cotton,Ground Nuts,Sandy
30.89,47.99,44.37,23,3,20,Cotton,Wheat,Sandy
30.89,58.68,33.78,34,2,3,Oil seeds,Maize,Sandy
30.89,61.12,43.19,36,4,0,Ground Nuts,Pulses,Sandy
30.89,57.6,53.41,41,1,0,Millets,Maize,Sandy
30.9,68.25,36.56,5,3,29,Paddy,Wheat,Sandy
30.9,68.66,34.94,8,0,18,Maize,Wheat,Sandy
30.9,55.65,30.7,11,6,11,Maize,Ground Nuts,Sandy
30.9,52.93,43.05,12,0,9,Cotton,Millets,Sandy
30.9,58.59,38.32,13,0,40,Maize,Barley,Sandy
30.9,45.86,40.74,13,0,36,Cotton,Cotton,Sandy
30.9,61.42,48.45,13,0,6,Millets,Barley,Sandy
30.91,46.55,39.78,7,16,16,Cotton,Cotton,Sandy
30.91,63.67,38.76,12,0,37,Barley,Pulses,Sandy
30.91,45.69,26.52,17,0,13,Ground Nuts,Millets,Sandy
30.91,69.94,41.75,17,0,11,Barley,Maize,Sandy
30.91,74.59,49.46,25,2,17,Cotton,Tobacco,Sandy
30.91,62.52,32.61,35,0,0,Maize,Sugarcane,Sandy
30.91,56.85,36.26,40,0,0,Millets,Wheat,Sandy
30.92,61.79,43.07,10,9,17,Barley,Oil seeds,Sandy
30.92,56.11,55.05,13,0,11,Millets,Barley,Sandy
30.92,49.97,58.06,13,0,37,Paddy,Tobacco,Sandy
30.92,42.88,126.71,18,110,11,Millets,Barley,Sandy
30.92,64.22,55.34,22,0,21,Maize,Maize,Sandy
30.93,47.92,53.87,8,3,33,Cotton,Tobacco,Sandy
30.93,52.97,59.12,10,8,33,Ground Nuts,Pulses,Sandy
30.93,67.78,70,10,9,24,Paddy,Ground Nuts,Sandy
30.93,51.93,59.3,12,0,30,Paddy,Millets,Sandy
30.94,46.3,42.29,8,3,31,Millets,Sugarcane,Sandy
30.94,58.19,66.53,21,0,21,Ground Nuts,Sugarcane,Sandy
30.94,49.64,52.81,24,1,20,Ground Nuts,Wheat,Sandy
30.94,55.34,55.13,33,4,0,Ground Nuts,Barley,Sandy
30.94,55.52,28.18,38,0,1,Barley,Paddy,Sandy
30.95,51.06,49.29,1,22,16,Maize,Millets,Sandy
30.95,58.67,49.62,11,8,33,Millets,Maize,Sandy
30.95,54.47,55.47,12,6,32,Barley,Maize,Sandy
30.95,52.62,32.97,16,0,37,Millets,Tobacco,Sandy
30.95,63.54,47.11,31,4,0,Millets,Pulses,Sandy
30.96,61.45,35.37,4,23,16,Paddy,Cotton,Sandy
30.96,59.31,60.38,6,0,18,Paddy,Paddy,Sandy
30.96,71.75,32,8,3,39,Paddy,Ground Nuts,Sandy
30.96,71.01,55.69,9,16,15,Millets,Oil seeds,Sandy
30.96,67.1,48.43,11,14,20,Millets,Cotton,Sandy
30.96,55.9,41.09,13,2,12,Ground Nuts,Wheat,Sandy
30.96,49.06,48.58,20,1,23,Barley,Maize,Sandy
30.96,56.48,38.62,32,0,2,Millets,Paddy,Sandy
30.96,57.8,42.72,39,3,0,Cotton,Sugarcane,Sandy
30.96442756,45.85703497,27.51732054,36,0,0,Barley,Tobacco,Sandy
30.97,45.08,52.45,8,4,39,Millets,Tobacco,Sandy
30.97,58.53,29.79,10,21,13,Ground Nuts,Wheat,Sandy
30.97,55.28,50.63,11,0,36,Maize,Cotton,Sandy
30.97,57.22,43.37,13,0,36,Ground Nuts,Pulses,Sandy
30.97,52.6,49.95,18,0,25,Ground Nuts,Wheat,Sandy
30.97,58,39.5,20,0,19,Maize,Millets,Sandy
30.97,54.68,37.37,37,1,2,Ground Nuts,Paddy,Sandy
30.97423909,62.2546182,51.1941024,11,0,9,Barley,Oil seeds,Sandy
30.98,72.26,70,3,6,26,Cotton,Wheat,Sandy
30.98,64.17,26.26,6,11,32,Maize,Ground Nuts,Sandy
30.98,57.31,46.71,10,14,24,Oil seeds,Oil seeds,Sandy
30.98,60.86,33.37,12,0,44,Maize,Oil seeds,Sandy
30.98,59.93,30.97,13,0,6,Millets,Wheat,Sandy
30.98,62.94,45.32,17,0,25,Paddy,Pulses,Sandy
30.98,66.44,29.27,35,4,0,Ground Nuts,Cotton,Sandy
30.98,60.43,34.78,35,3,0,Oil seeds,Millets,Sandy
30.98800948,43.41815166,166.71,10,150,17,Ground Nuts,Barley,Sandy
30.99,47.42,57.98,5,3,10,Millets,Sugarcane,Sandy
30.99,55.81,33.94,6,1,10,Cotton,Ground Nuts,Sandy
30.99,57.9,54.41,8,0,11,Millets,Millets,Sandy
30.99,59.97,63.35,13,0,14,Oil seeds,Wheat,Sandy
30.99,68.56,42.89,19,2,20,Maize,Barley,Sandy
30.99,56.13,38.39,22,1,22,Paddy,Maize,Sandy
30.99,59.11,24.93,44,0,0,Paddy,Paddy,Sandy
31,57.54,48.96,5,10,26,Oil seeds,Barley,Sandy
31,66.62,40.41,8,0,10,Ground Nuts,Maize,Sandy
31,69.87,70,8,12,10,Barley,Ground Nuts,Sandy
31,62,49,10,13,14,Ground Nuts,Sugarcane,Sandy
31,62,49,10,13,14,Ground Nuts,Sugarcane,Sandy
31,62,49,10,13,14,Ground Nuts,Sugarcane,Sandy
31,64.07,51.2,13,3,11,Millets,Wheat,Sandy
31,62,48,14,15,12,Ground Nuts,Maize,Sandy
31,62,48,14,15,12,Ground Nuts,Maize,Sandy
31,62,48,14,15,12,Ground Nuts,Maize,Sandy
31,62,48,14,15,12,Ground Nuts,Maize,Sandy
31,62,48,14,15,12,Ground Nuts,Maize,Sandy
31,62,48,14,15,12,Ground Nuts,Maize,Sandy
31,62,48,14,15,12,Ground Nuts,Maize,Sandy
31,62,48,14,15,12,Ground Nuts,Maize,Sandy
31,62,48,14,15,12,Ground Nuts,Maize,Sandy
31,62,48,14,15,12,Ground Nuts,Maize,Sandy
31,62,48,14,15,12,Ground Nuts,Maize,Sandy
31,62,48,14,15,12,Ground Nuts,Maize,Sandy
31,51.8,44.91,15,2,12,Maize,Sugarcane,Sandy
31,62,44,21,0,28,Millets,Barley,Sandy
31,62,44,21,0,28,Millets,Barley,Sandy
31,62,44,21,0,28,Millets,Barley,Sandy
31.0079245,59.741878,29.70727956,10,8,29,Ground Nuts,Millets,Sandy
31.01,65.29,49.37,11,17,10,Cotton,Tobacco,Sandy
31.01,60.4,43.04,12,9,20,Oil seeds,Millets,Sandy
31.01,66.62,62.69,17,2,36,Paddy,Tobacco,Sandy
31.01,70.62,28.39,25,0,21,Oil seeds,Pulses,Sandy
31.02,63.58,48.47,5,0,14,Oil seeds,Tobacco,Sandy
31.02,64.62,47.95,7,14,20,Cotton,Ground Nuts,Sandy
31.02,47.08,52.83,9,3,25,Maize,Pulses,Sandy
31.02,54.58,45.71,11,0,12,Barley,Barley,Sandy
31.02,66.2,60.1,11,0,10,Paddy,Maize,Sandy
31.02,55.51,28.28,12,2,17,Millets,Wheat,Sandy
31.02,58.1,37.46,15,3,12,Paddy,Paddy,Sandy
31.02,71.81,28.02,17,0,15,Barley,Millets,Sandy
31.02,44.25,255.71,35,239,0,Paddy,Ground Nuts,Sandy
31.02173979,55.40828895,28.03196015,38,0,1,Barley,Paddy,Sandy
31.02807961,73.73099783,52.23015055,41,0,3,Maize,Barley,Sandy
31.03,54.07,57.8,6,0,16,Millets,Cotton,Sandy
31.03,56.07,46.54,9,0,10,Oil seeds,Ground Nuts,Sandy
31.03,67.49,41.49,11,0,34,Maize,Oil seeds,Sandy
31.03,63.64,58.7,13,0,42,Oil seeds,Ground Nuts,Sandy
31.03,57.03,64.22,14,7,16,Maize,Pulses,Sandy
31.03,69,49.46,19,0,19,Maize,Maize,Sandy
31.03,69,49.46,19,0,19,Maize,Maize,Sandy
31.03,69,49.46,19,0,19,Maize,Maize,Sandy
31.03,50.89,42.16,24,1,14,Maize,Cotton,Sandy
31.03,60.24,49.2,39,0,1,Millets,Sugarcane,Sandy
31.04,45.07,31.17,9,4,17,Millets,Millets,Sandy
31.04,58.13,57.29,10,2,16,Ground Nuts,Sugarcane,Sandy
31.04,52.32,62.57,10,8,26,Ground Nuts,Sugarcane,Sandy
31.04,71.72,53.87,12,12,7,Cotton,Paddy,Sandy
31.04,66.34,43.48,22,0,27,Cotton,Pulses,Sandy
31.04,69.96,53.87,24,1,32,Cotton,Sugarcane,Sandy
31.04,62.08,37.18,25,2,23,Paddy,Paddy,Sandy
31.04,70.01,59.44,31,0,0,Maize,Tobacco,Sandy
31.05,66.1,67.51,10,4,31,Millets,Wheat,Sandy
31.05,53.19,63.73,14,4,34,Cotton,Ground Nuts,Sandy
31.05,52.85,37.01,15,2,38,Ground Nuts,Sugarcane,Sandy
31.05,58.8,59.36,39,0,0,Cotton,Ground Nuts,Sandy
31.05,59.62,35.9,46,1,1,Paddy,Paddy,Sandy
31.06,61.86,25.72,6,16,18,Ground Nuts,Pulses,Sandy
31.06,58.49,40.24,6,15,19,Oil seeds,Cotton,Sandy
31.06,67.37,38.26,8,0,16,Cotton,Millets,Sandy
31.06,53.58,33.37,9,4,30,Paddy,Sugarcane,Sandy
31.06,58.96,32.69,13,0,41,Oil seeds,Millets,Sandy
31.06,58.28,27.05,21,3,21,Ground Nuts,Pulses,Sandy
31.06,55.41,33.8,37,4,0,Millets,Sugarcane,Sandy
31.06,59.13,25.08,38,0,4,Ground Nuts,Maize,Sandy
31.07,73.26,40.82,5,12,30,Paddy,Pulses,Sandy
31.07,61.96,50.7,11,14,22,Millets,Tobacco,Sandy
31.07,64.86,38.05,17,0,26,Maize,Wheat,Sandy
31.07,66.31,35.37,36,2,0,Paddy,Tobacco,Sandy
31.07884666,59.25515059,43.58605503,22,1,26,Millets,Barley,Sandy
31.08,73.05,43.81,4,6,33,Cotton,Tobacco,Sandy
31.08,56.03,45.64,14,1,14,Cotton,Millets,Sandy
31.08,51.34,55.35,15,1,7,Millets,Oil seeds,Sandy
31.08,53.63,67.76,16,0,37,Paddy,Pulses,Sandy
31.08,61.81,34.73,38,3,0,Oil seeds,Wheat,Sandy
31.08,59.06,47.05,39,0,1,Cotton,Tobacco,Sandy
31.08517029,60.6450291,37.55562729,36,0,0,Cotton,Oil seeds,Sandy
31.09,62.05,42.38,5,15,18,Ground Nuts,Cotton,Sandy
31.09,49.95,49.7,7,13,18,Ground Nuts,Sugarcane,Sandy
31.09,53.5,30.38,10,3,37,Millets,Oil seeds,Sandy
31.09,65.51,44.74,10,1,11,Ground Nuts,Cotton,Sandy
31.09,64.92,39.02,11,0,37,Ground Nuts,Wheat,Sandy
